date,close
2026-06-24,382.070007
2026-06-25,378.910004
2026-06-26,365.019989
2026-06-29,372.450012
2026-06-30,377.750000
2026-07-01,369.339996
2026-07-02,360.450012
2026-07-06,373.899994
2026-07-07,370.779999
2026-07-08,388.690002
2026-07-09,401.109985
2026-07-10,399.970001
2026-07-13,384.049988
2026-07-14,389.109985
2026-07-15,394.279999
2026-07-16,374.450012
2026-07-17,370.829987
2026-07-20,378.160004
2026-07-21,386.500000
2026-07-22,396.809998
2026-07-23,392.470001
2026-07-24,381.920013
2026-07-27,383.220001
2026-07-28,380.910004
2026-07-29,370.320007
2026-07-30,387.839996
2026-07-31,389.279999
2026-08-03,392.230011
2026-08-04,418.160004
2026-08-05,418.279999
2026-08-06,420.570007
2026-08-07,427.760010
2026-08-10,422.399994
2026-08-11,416.079987
2026-08-12,416.049988
2026-08-13,417.820007
2026-08-14,392.989990
2026-08-17,392.429993
2026-08-18,380.000000
2026-08-19,362.480011
2026-08-20,364.029999
2026-08-21,368.450012
2026-08-24,358.760010
2026-08-25,356.739990
2026-08-26,355.589996
2026-08-27,371.540009
2026-08-28,368.790009
2026-08-31,370.339996
2026-09-01,369.679993
2026-09-02,367.239990
2026-09-03,357.160004
2026-09-04,357.899994
2026-09-08,368.559998
2026-09-09,364.380005
2026-09-10,360.829987
2026-09-11,361.989990
2026-09-14,344.720001
2026-09-15,339.269989
2026-09-16,339.510010
2026-09-17,347.299988
2026-09-18,357.609985
2026-09-21,362.660004
2026-09-22,364.540009
2026-09-23,354.989990
2026-09-24,349.880005
