date,close
2026-07-07,262.739990
2026-07-08,261.309998
2026-07-09,267.489990
2026-07-10,261.450012
2026-07-13,268.649994
2026-07-14,275.940002
2026-07-15,271.869995
2026-07-16,270.019989
2026-07-17,268.899994
2026-07-20,274.339996
2026-07-21,271.730011
2026-07-22,267.799988
2026-07-23,265.130005
2026-07-24,268.059998
2026-07-27,272.920013
2026-07-28,270.359985
2026-07-29,282.899994
2026-07-30,298.100006
2026-07-31,293.279999
2026-08-03,307.529999
2026-08-04,316.769989
2026-08-05,316.839996
2026-08-06,318.000000
2026-08-07,330.489990
2026-08-10,334.700012
2026-08-11,334.140015
2026-08-12,332.260010
2026-08-13,337.380005
2026-08-14,328.920013
2026-08-17,330.109985
2026-08-18,325.329987
2026-08-19,325.010010
2026-08-20,321.290009
2026-08-21,332.779999
2026-08-24,322.779999
2026-08-25,317.019989
2026-08-26,315.369995
2026-08-27,329.109985
2026-08-28,328.000000
2026-08-31,328.440002
