date,close
2026-06-24,1762.770020
2026-06-25,1841.180054
2026-06-26,1794.619995
2026-06-29,1883.109985
2026-06-30,1989.439941
2026-07-01,1843.040039
2026-07-02,1769.319946
2026-07-06,1825.069946
2026-07-07,1747.280029
2026-07-08,1768.650024
2026-07-09,1804.250000
2026-07-10,1797.319946
2026-07-13,1726.040039
2026-07-14,1775.640015
2026-07-15,1815.270020
2026-07-16,1784.869995
2026-07-17,1747.579956
2026-07-20,1739.020020
2026-07-21,1801.510010
2026-07-22,1801.859985
2026-07-23,1803.000000
2026-07-24,1757.089966
2026-07-27,1655.260010
2026-07-28,1582.949951
2026-07-29,1550.689941
2026-07-30,1651.439941
2026-07-31,1629.000000
2026-08-03,1642.520020
2026-08-04,1711.890015
2026-08-05,1678.219971
